"Name","Ticker Name","Basic Industry"
"JFL  Jhandewalas Foods Ltd  ","JFL","Packaged Foods"
"SABOOSOD  Saboo Sodium Chloro Ltd  ","SABOOSOD","Other Food Products"
"OVOBELE  Ovobel Foods Ltd  ","OVOBELE","Meat Products including Poultry"
"BABAFP  Baba Food Processing (India) Ltd  ","BABAFP","Other Food Products"
"SAMPRE  Sampre Nutritions Ltd  ","SAMPRE","Packaged Foods"
"ANJANIFOODS  Anjani Foods Ltd  ","ANJANIFOODS","Packaged Foods"
"SHIVAM  Shivam Chemicals Ltd  ","SHIVAM","Animal Feed"
"MAGSON  Magson Retail and Distribution Ltd  ","MAGSON","Packaged Foods"
"NARMADA  Narmada Agrobase Ltd  ","NARMADA","Animal Feed"
"SIMRAN  Simran Farms Ltd  ","SIMRAN","Meat Products including Poultry"
"CEETAIN  Ceeta Industries Ltd  ","CEETAIN","Packaged Foods"
"SPECFOOD  Spectrum Foods Ltd  ","SPECFOOD","Other Food Products"
"VISTARAMAR  Vistar Amar Ltd  ","VISTARAMAR","Other Food Products"
"ITALIANE  Italian Edibles Ltd  ","ITALIANE","Packaged Foods"
"KORE-BSE  Kore Foods Ltd  ","KORE-BSE","Other Food Products"
"HOACFOODS  HOAC Foods India Ltd  ","HOACFOODS","Other Food Products"
"OCEANIC  Oceanic Foods Ltd  ","OCEANIC","Other Food Products"
"NGIL  Nakoda Group of Industries Ltd  ","NGIL","Packaged Foods"
"TAPIFRUIT  Tapi Fruit Processing Ltd  ","TAPIFRUIT","Packaged Foods"
"SWOEF  Swojas Foods Ltd  ","SWOEF","Packaged Foods"
"PANJON  Panjon Ltd  ","PANJON","Packaged Foods"
"CHOTHANI  Chothani Foods Ltd  ","CHOTHANI","Packaged Foods"
"CHORDIA  Chordia Food Products Ltd  ","CHORDIA","Packaged Foods"
"SANWARIA  Sanwaria Consumer Ltd  ","SANWARIA","Other Food Products"
"JAYKAILASH  Jay Kailash Namkeen Ltd  ","JAYKAILASH","Packaged Foods"
"ICLORGANIC  ICL Organic Dairy Products Ltd  ","ICLORGANIC","Packaged Foods"
"TDSL  Tasty Dairy Specialities Ltd  ","TDSL","Dairy Products"
"INDXTRA  IEL Ltd  ","INDXTRA","Other Food Products"
"MAHAANF  Mahaan Foods Ltd  ","MAHAANF","Packaged Foods"
"BKV  BKV Industries Ltd  ","BKV","Packaged Foods"
"KMGMILK  KMG Milk Food Ltd  ","KMGMILK","Packaged Foods"
"SHAHFOOD  Shah Foods Ltd  ","SHAHFOOD","Packaged Foods"
"UNRYLMA  Uniroyal Marine Exports Ltd  ","UNRYLMA","Seafood"
"NCCBLUE  Ncc Blue Water Products Ltd.  ","NCCBLUE","Seafood"
"VAGHANI  Vaghani Techno Build Ltd  ","VAGHANI","Packaged Foods"
"SONALIS  Sonalis Consumer Products Ltd  ","SONALIS","Packaged Foods"
"SCAGRO  SC Agrotech Ltd  ","SCAGRO","Dairy Products"
"SUPERBAK  Super Bakers Ltd  ","SUPERBAK","Packaged Foods"
"PROGREXV  Progrex Ventures Ltd  ","PROGREXV","Other Food Products"
"SHAQUAK  52 Weeks Entertainment Ltd  ","SHAQUAK","Packaged Foods"
"SURFI  Suryo Foods and Industries Ltd  ","SURFI","Packaged Foods"
"538520-BOM  Shivamshree Businesses Ltd  ","538520-BOM","Packaged Foods"
"JETMALL  Jetmall Spices and Masala Ltd  ","JETMALL","Other Food Products"
"TRICOMFRU  Tricom Fruit Products Ltd  ","TRICOMFRU","Other Food Products"
"GOLDCOINHF  Goldcoin Health Foods Ltd  ","GOLDCOINHF","Packaged Foods"
"GODREJCP  Godrej Consumer Products Ltd  ","GODREJCP","Personal Care"
"DABUR  Dabur India Ltd  ","DABUR","Personal Care"
"COLPAL  Colgate-Palmolive (India) Ltd  ","COLPAL","Personal Care"
"PGHH  Procter & Gamble Hygiene and Health Care Ltd  ","PGHH","Personal Care"
"GILLETTE  Gillette India Ltd  ","GILLETTE","Personal Care"
"EMAMILTD  Emami Ltd  ","EMAMILTD","Personal Care"
"HONASA  Honasa Consumer Ltd  ","HONASA","Personal Care"
"SHK  S H Kelkar and Company Ltd  ","SHK","Personal Care"
"BAJAJCON  Bajaj Consumer Care Ltd  ","BAJAJCON","Personal Care"
"CUPID  Cupid Ltd  ","CUPID","Personal Care"
"RADIXIND  Radix Industries (India) Ltd  ","RADIXIND","Personal Care"
"JHS  JHS Svendgaard Laboratories Ltd  ","JHS","Personal Care"
"MACOBSTECH  Macobs Technologies Ltd  ","MACOBSTECH","Personal Care"
"PARMCOS-B  Paramount Cosmetics (India) Ltd  ","PARMCOS-B","Personal Care"
"NOVATEOR  Novateor Research Laboratories Ltd  ","NOVATEOR","Personal Care"
"ADORMUL  Ador Multi Products Ltd  ","ADORMUL","Personal Care"
"NATURO  Naturo Indiabull Ltd  ","NATURO","Personal Care"
"TIAANC  Tiaan Consumer Ltd  ","TIAANC","Personal Care"
"DOMS  Doms Industries Ltd  ","DOMS","Stationary"
"JYOTHYLAB  Jyothy Labs Ltd  ","JYOTHYLAB","Household Products"
"FLAIR  Flair Writing Industries Ltd  ","FLAIR","Stationary"
"EVEREADY  Eveready Industries India Ltd  ","EVEREADY","Household Products"
"KOKUYOCMLN  Kokuyo Camlin Ltd  ","KOKUYOCMLN","Stationary"
"LINC  Linc Ltd  ","LINC","Stationary"
"JINDALPHOT  Jindal Photo Ltd  ","JINDALPHOT","Household Products"
"HIGHENE  High Energy Batteries (India) Ltd  ","HIGHENE","Household Products"
"NIPPOBATRY  Indo National Ltd  ","NIPPOBATRY","Household Products"
"PANAENERG  Panasonic Energy India Co Ltd  ","PANAENERG","Household Products"
"UNIVPHOTO  Universus Photo Imagings Ltd  ","UNIVPHOTO","Household Products"
"PCCOSMA  Pee Cee Cosma Sope Ltd  ","PCCOSMA","Household Products"
"SUNDARAM  Sundaram Multi Pap Ltd  ","SUNDARAM","Stationary"
"ALKOSIGN  Alkosign Ltd  ","ALKOSIGN","Stationary"
"YUVRAAJHPL  Yuvraaj Hygiene Products Ltd  ","YUVRAAJHPL","Household Products"
"AMBICAAGAR  Ambica Agarbathies Aroma & Industries Ltd  ","AMBICAAGAR","Household Products"
"HIPOLIN  Hipolin Ltd  ","HIPOLIN","Household Products"
"CHOKSI  Choksi Imaging Ltd  ","CHOKSI","Household Products"
"GGPL  Gala Global Products Ltd  ","GGPL","Stationary"
"PHOTOQUP  Photoquip India Ltd  ","PHOTOQUP","Household Products"
"VASA  Vasa Retail and Overseas Ltd  ","VASA","Stationary"
"ITC  ITC Ltd  ","ITC","Diversified FMCG"
"HINDUNILVR  Hindustan Unilever Ltd  ","HINDUNILVR","Diversified FMCG"
"HNDFDS  Hindustan Foods Ltd  ","HNDFDS","Diversified FMCG"
"GODAVARIB  Godavari Biorefineries Ltd  ","GODAVARIB","Diversified FMCG"
"BAJFINANCE  Bajaj Finance Ltd  ","BAJFINANCE","Non Banking Financial Company (NBFC)"
"BAJAJFINSV  Bajaj Finserv Ltd  ","BAJAJFINSV","Holding Company"
"IRFC  Indian Railway Finance Corp Ltd  ","IRFC","Financial Institution"
"JIOFIN  Jio Financial Services Ltd  ","JIOFIN","Non Banking Financial Company (NBFC)"
"PFC  Power Finance Corporation Ltd  ","PFC","Financial Institution"
"RECLTD  REC Limited  ","RECLTD","Financial Institution"
"BAJAJHLDNG  Bajaj Holdings and Investment Ltd  ","BAJAJHLDNG","Holding Company"
"CHOLAFIN  Cholamandalam Investment and Finance Company Ltd  ","CHOLAFIN","Non Banking Financial Company (NBFC)"
"SHRIRAMFIN  Shriram Finance Ltd  ","SHRIRAMFIN","Non Banking Financial Company (NBFC)"
"BAJAJHFL  Bajaj Housing Finance Ltd  ","BAJAJHFL","Housing Finance Company"
"MUTHOOTFIN  Muthoot Finance Ltd  ","MUTHOOTFIN","Non Banking Financial Company (NBFC)"
"SBICARD  SBI Cards and Payment Services Ltd  ","SBICARD","Non Banking Financial Company (NBFC)"
"IREDA  Indian Renewable Energy Development Agency Ltd  ","IREDA","Financial Institution"
"SUNDARMFIN  Sundaram Finance Ltd  ","SUNDARMFIN","Non Banking Financial Company (NBFC)"
"360ONE  360 One Wam Ltd  ","360ONE","Other Financial Services"
"ABCAPITAL  Aditya Birla Capital Ltd  ","ABCAPITAL","Investment Company"
"HUDCO  Housing and Urban Development Corporation Ltd  ","HUDCO","Financial Institution"
"CRISIL  CRISIL Ltd  ","CRISIL","Other Financial Services"
"LTF  L&T Finance Ltd  ","LTF","Investment Company"
"M&MFIN  Mahindra and Mahindra Financial Services Ltd  ","M&MFIN","Non Banking Financial Company (NBFC)"
"TATAINVEST  Tata Investment Corporation Ltd  ","TATAINVEST","Investment Company"
"LICHSGFIN  LIC Housing Finance Ltd  ","LICHSGFIN","Housing Finance Company"
"AIIL  Authum Investment & Infrastructure Ltd  ","AIIL","Non Banking Financial Company (NBFC)"
"CHOLAHLDNG  Cholamandalam Financial Holdings Ltd  ","CHOLAHLDNG","Investment Company"
"POONAWALLA  Poonawalla Fincorp Ltd  ","POONAWALLA","Non Banking Financial Company (NBFC)"
"PEL  Piramal Enterprises Ltd  ","PEL","Non Banking Financial Company (NBFC)"
"PNBHOUSING  PNB Housing Finance Ltd  ","PNBHOUSING","Housing Finance Company"
"FIVESTAR  Five-Star Business Finance Ltd  ","FIVESTAR","Non Banking Financial Company (NBFC)"
"JSWHL  JSW Holdings Ltd  ","JSWHL","Investment Company"
"AADHARHFC  Aadhar Housing Finance Ltd  ","AADHARHFC","Housing Finance Company"
"IIFL  IIFL Finance Ltd  ","IIFL","Non Banking Financial Company (NBFC)"
"MANAPPURAM  Manappuram Finance Ltd  ","MANAPPURAM","Non Banking Financial Company (NBFC)"
"CGCL  Capri Global Capital Ltd  ","CGCL","Non Banking Financial Company (NBFC)"
"CREDITACC  CreditAccess Grameen Ltd  ","CREDITACC","Microfinance Institutions"
"APTUS  Aptus Value Housing Finance India Ltd  ","APTUS","Housing Finance Company"
"IFCI  IFCI Ltd  ","IFCI","Financial Institution"
"ACMESOLAR  ACME Solar Holdings Ltd  ","ACMESOLAR","Holding Company"
"AAVAS  Aavas Financiers Ltd  ","AAVAS","Housing Finance Company"
"JMFINANCIL  JM Financial Ltd  ","JMFINANCIL","Investment Company"
"SAMMAANCAP  Sammaan Capital Ltd  ","SAMMAANCAP","Housing Finance Company"
"CHOICEIN  Choice International Ltd  ","CHOICEIN","Holding Company"
"MAHSCOOTER  Maharashtra Scooters Ltd  ","MAHSCOOTER","Investment Company"
"EDELWEISS  Edelweiss Financial Services Ltd  ","EDELWEISS","Holding Company"
"BENGALASM  Bengal & Assam Company Ltd  ","BENGALASM","Non Banking Financial Company (NBFC)"
"HOMEFIRST  Home First Finance Company India Ltd  ","HOMEFIRST","Housing Finance Company"
"CANFINHOME  Can Fin Homes Ltd  ","CANFINHOME","Housing Finance Company"
"SBFC  SBFC Finance Ltd  ","SBFC","Non Banking Financial Company (NBFC)"
"RELIGARE  Religare Enterprises Ltd  ","RELIGARE","Investment Company"
"KAMAHOLD  Kama Holdings Ltd  ","KAMAHOLD","Holding Company"
"INDIASHLTR  India Shelter Finance Corporation Ltd  ","INDIASHLTR","Housing Finance Company"
"SUNDARMHLD  Sundaram Finance Holdings Ltd  ","SUNDARMHLD","Investment Company"
"PILANIINVS  Pilani Investment And Industries Corporation Ltd  ","PILANIINVS","Holding Company"
"DHANI  Dhani Services Ltd  ","DHANI","Other Financial Services"
"MASFIN  MAS Financial Services Ltd  ","MASFIN","Non Banking Financial Company (NBFC)"
"PAISALO  Paisalo Digital Ltd  ","PAISALO","Non Banking Financial Company (NBFC)"
"PIFL  Pacheli Industrial Finance Ltd  ","PIFL","Non Banking Financial Company (NBFC)"
"INDOSTAR  IndoStar Capital Finance Ltd  ","INDOSTAR","Non Banking Financial Company (NBFC)"
"FEDFINA  Fedbank Financial Services Ltd  ","FEDFINA","Non Banking Financial Company (NBFC)"
"NSIL  Nalwa Sons Investments Ltd  ","NSIL","Non Banking Financial Company (NBFC)"
"NORTHARC  Northern ARC Capital Ltd  ","NORTHARC","Non Banking Financial Company (NBFC)"
"MUTHOOTMF  Muthoot Microfin Ltd  ","MUTHOOTMF","Microfinance Institutions"
"SUMMITSEC  Summit Securities Ltd  ","SUMMITSEC","Non Banking Financial Company (NBFC)"
"SCILAL  Shipping Corporation of India Land and Assets Ltd  ","SCILAL","Investment Company"
"REPCOHOME  Repco Home Finance Ltd  ","REPCOHOME","Housing Finance Company"
"SPANDANA  Spandana Sphoorty Financial Ltd  ","SPANDANA","Microfinance Institutions"
"PFS  PTC India Financial Services Ltd  ","PFS","Non Banking Financial Company (NBFC)"
"RANEHOLDIN  Rane Holdings Ltd  ","RANEHOLDIN","Holding Company"
"REGIS  Regis Industries Ltd  ","REGIS","Non Banking Financial Company (NBFC)"
"KICL  Kalyani Investment Company Ltd  ","KICL","Investment Company"
"BFINVEST  BF Investment Ltd  ","BFINVEST","Holding Company"
"ASHIKA  Ashika Credit Capital Ltd  ","ASHIKA","Non Banking Financial Company (NBFC)"
"SGFIN  SG Finserve Ltd  ","SGFIN","Non Banking Financial Company (NBFC)"
"UGROCAP  Ugro Capital Ltd  ","UGROCAP","Non Banking Financial Company (NBFC)"
"PNBGILTS  Pnb Gilts Ltd  ","PNBGILTS","Investment Company"
"ZSARACOM  Saraswati Commercial (India) Ltd  ","ZSARACOM","Non Banking Financial Company (NBFC)"
"FUSION  Fusion Finance Ltd  ","FUSION","Microfinance Institutions"
"MASTERTR  Master Trust Ltd  ","MASTERTR","Non Banking Financial Company (NBFC)"
"SATIN  Satin Creditcare Network Ltd  ","SATIN","Microfinance Institutions"
"MUFIN  Mufin Green Finance Ltd  ","MUFIN","Non Banking Financial Company (NBFC)"
"BLIL  Balmer Lawrie Investments Ltd  ","BLIL","Non Banking Financial Company (NBFC)"
"AQFINTECH  Algoquant Fintech Ltd  ","AQFINTECH","Other Financial Services"
"WEALTH  Wealth First Portfolio Managers Ltd  ","WEALTH","Other Financial Services"
"FEDDERSHOL  Fedders Holding Ltd  ","FEDDERSHOL","Non Banking Financial Company (NBFC)"
"CIFL  Capital India Finance Ltd  ","CIFL","Non Banking Financial Company (NBFC)"
"TFCILTD  Tourism Finance Corporation of India Ltd  ","TFCILTD","Financial Institution"
"GKWLIMITED  GKW Ltd  ","GKWLIMITED","Investment Company"
"ARMANFIN  Arman Financial Services Ltd  ","ARMANFIN","Non Banking Financial Company (NBFC)"
"HEXATRADEX  Hexa Tradex Ltd  ","HEXATRADEX","Investment Company"
"CENTRUM  Centrum Capital Ltd  ","CENTRUM","Other Financial Services"
"VHL  Vardhman Holdings Ltd  ","VHL","Non Banking Financial Company (NBFC)"
"CREST  Crest Ventures Ltd  ","CREST","Non Banking Financial Company (NBFC)"
"FINKURVE  Finkurve Financial Services Ltd  ","FINKURVE","Non Banking Financial Company (NBFC)"
"OSWALGREEN  Oswal Greentech Ltd  ","OSWALGREEN","Investment Company"
"544296-BOM  Nisus Finance Services Co Ltd  ","544296-BOM","Holding Company"
"AHL  Abans Holdings Ltd  ","AHL","Holding Company"
"LASTMILE  Last Mile Enterprises Ltd  ","LASTMILE","Non Banking Financial Company (NBFC)"
"MAXIND  Max India Ltd  ","MAXIND","Holding Company"
"DHUNINV  Dhunseri Investments Ltd  ","DHUNINV","Investment Company"
"VLSFINANCE  VLS Finance Ltd  ","VLSFINANCE","Investment Company"
"GICHSGFIN  GIC Housing Finance Ltd  ","GICHSGFIN","Housing Finance Company"
"INDPRUD  Industrial and Prudential Investment Co Ltd  ","INDPRUD","Investment Company"
"THEINVEST  Investment Trust of India Ltd  ","THEINVEST","Other Financial Services"
"GFLLIMITED  GFL Ltd  ","GFLLIMITED","Holding Company"
"PRIMESECU  Prime Securities Ltd  ","PRIMESECU","Other Financial Services"
"WORTH-BSE  Worth Investment & Trading Co Ltd  ","WORTH-BSE","Investment Company"
"JPOLYINVST  Jindal Poly Investment and Finance Company Ltd  ","JPOLYINVST","Investment Company"
"AKCAPIT  A K Capital Services Ltd  ","AKCAPIT","Non Banking Financial Company (NBFC)"
"MANBA  Manba Finance Ltd  ","MANBA","Non Banking Financial Company (NBFC)"
"IITL  Industrial Investment Trust Ltd  ","IITL","Non Banking Financial Company (NBFC)"
"MIIL  Meghna Infracon Infrastructure Ltd  ","MIIL","Non Banking Financial Company (NBFC)"
"KIRANVYPAR  Kiran Vyapar Ltd  ","KIRANVYPAR","Non Banking Financial Company (NBFC)"
"STEL  STEL Holdings Ltd  ","STEL","Investment Company"
"MONEYBOXX  Moneyboxx Finance Ltd  ","MONEYBOXX","Non Banking Financial Company (NBFC)"
"MKVENTURES  Mkventures Capital Ltd  ","MKVENTURES","Investment Company"
"SILINV  Sil Investments Ltd  ","SILINV","Investment Company"
"NBIFIN  NBI Industrial Finance Company Ltd  ","NBIFIN","Non Banking Financial Company (NBFC)"
"CSLFINANCE  CSL Finance Ltd  ","CSLFINANCE","Non Banking Financial Company (NBFC)"
"AVONMORE  Avonmore Capital & Management Services Ltd  ","AVONMORE","Non Banking Financial Company (NBFC)"
"NIYOGIN  Niyogin Fintech Ltd  ","NIYOGIN","Non Banking Financial Company (NBFC)"
"CONSOFINVT  Consolidated Finvest & Holdings Ltd  ","CONSOFINVT","Non Banking Financial Company (NBFC)"
"THIRDFIN  Thirdwave Financial Intermediaries Ltd  ","THIRDFIN","Non Banking Financial Company (NBFC)"
"RNFI  RNFI Services Ltd  ","RNFI","Other Financial Services"
"SCL  Sunshine Capital Ltd  ","SCL","Non Banking Financial Company (NBFC)"
"HARAFIN  Haryana Financial Corp  ","HARAFIN","Financial Institution"
"SAHLIBHFI  Shalibhadra Finance Ltd  ","SAHLIBHFI","Non Banking Financial Company (NBFC)"
"EMERALD  Emerald Finance Ltd  ","EMERALD","Non Banking Financial Company (NBFC)"
"ARYAMAN  Aryaman Financial Services Ltd  ","ARYAMAN","Non Banking Financial Company (NBFC)"
"MUTHOOTCAP  Muthoot Capital Services Ltd  ","MUTHOOTCAP","Non Banking Financial Company (NBFC)"
"SRGHFL  SRG Housing Finance Ltd  ","SRGHFL","Housing Finance Company"
"NAHARCAP  Nahar Capital and Financial Services Ltd  ","NAHARCAP","Investment Company"
"UYFINCORP  U Y Fincorp Ltd  ","UYFINCORP","Non Banking Financial Company (NBFC)"
"BOMOXY-B1  Bombay Oxygen Investments Ltd  ","BOMOXY-B1","Non Banking Financial Company (NBFC)"
"IFINSEC  India Finsec Ltd  ","IFINSEC","Non Banking Financial Company (NBFC)"
"NDGL  Naga Dhunseri Group Ltd  ","NDGL","Non Banking Financial Company (NBFC)"
"SAKTHIFIN  Sakthi Finance Ltd  ","SAKTHIFIN","Investment Company"
"ALSL  Alacrity Securities Ltd  ","ALSL","Other Financial Services"
"COLABCLOUD  Colab Cloud Platforms Ltd  ","COLABCLOUD","Other Financial Services"
"ABVL  Arunjyoti Bio Ventures Ltd  ","ABVL","Other Financial Services"
"UCIL  Unifinz Capital India Ltd  ","UCIL","Non Banking Financial Company (NBFC)"
"VAARAD  Vaarad Ventures Ltd  ","VAARAD","Non Banking Financial Company (NBFC)"
"STARHFL  Star Housing Finance Ltd  ","STARHFL","Housing Finance Company"
"AFIL  Akme Fintrade India Ltd  ","AFIL","Non Banking Financial Company (NBFC)"
"YOGI  Yogi Ltd  ","YOGI","Non Banking Financial Company (NBFC)"
"UPSURGE  Upsurge Investment and Finance Ltd  ","UPSURGE","Non Banking Financial Company (NBFC)"
"LLFICL  Leading Leasing Finance and Investment Company Ltd  ","LLFICL","Non Banking Financial Company (NBFC)"
"MANGIND  Mangalam Industrial Finance Ltd  ","MANGIND","Non Banking Financial Company (NBFC)"
"GARNETINT  Garnet International Ltd  ","GARNETINT","Investment Company"
"RRP  RRP Semiconductor Ltd  ","RRP","Other Financial Services"
"CTL  Capital Trade Links Ltd  ","CTL","Non Banking Financial Company (NBFC)"
"MANCREDIT  Mangal Credit and Fincorp Ltd  ","MANCREDIT","Non Banking Financial Company (NBFC)"
"AVAILFC  Available Finance Ltd  ","AVAILFC","Non Banking Financial Company (NBFC)"
"PML  Paul Merchants Ltd  ","PML","Other Financial Services"
"RELCAPITAL  Reliance Capital Ltd  ","RELCAPITAL","Investment Company"
"STARTECK  Starteck Finance Ltd  ","STARTECK","Non Banking Financial Company (NBFC)"
"TRISHAKT  Trishakti Industries Ltd  ","TRISHAKT","Non Banking Financial Company (NBFC)"
"WELINV  Welspun Investments and Commercials Ltd  ","WELINV","Investment Company"
"LKPFIN  LKP Finance Ltd  ","LKPFIN","Other Financial Services"
"PURPLEFIN  Purple Finance Ltd  ","PURPLEFIN","Non Banking Financial Company (NBFC)"
"VISCO  Gamco Ltd  ","VISCO","Other Financial Services"
"APOLLOFI  Apollo Finvest (India) Ltd  ","APOLLOFI","Non Banking Financial Company (NBFC)"
"ARYACAPM  Aryaman Capital Markets Ltd  ","ARYACAPM","Investment Company"
"USHAFIN  Usha Financial Services Private Ltd  ","USHAFIN","Non Banking Financial Company (NBFC)"
"INOVSYNTH  Innovassynth Investments Ltd  ","INOVSYNTH","Investment Company"
"BNRSEC  BN Rathi Securities Ltd  ","BNRSEC","Other Financial Services"
"RSDFIN  RSD Finance Ltd  ","RSDFIN","Non Banking Financial Company (NBFC)"
"ODYCORP  Odyssey Corporation Ltd  ","ODYCORP","Non Banking Financial Company (NBFC)"
"SANGAMFIN  Sangam Finserv Ltd  ","SANGAMFIN","Non Banking Financial Company (NBFC)"
"PMCFIN  Pmc Fincorp Ltd  ","PMCFIN","Non Banking Financial Company (NBFC)"
"SERA  Sera Investments & Finance India Ltd  ","SERA","Non Banking Financial Company (NBFC)"
"DELPHIFX  Delphi World Money Ltd  ","DELPHIFX","Other Financial Services"
"JHACC  Jhaveri Credits and Capital Ltd  ","JHACC","Other Financial Services"
"MAHAPEXLTD  Maha Rashtra Apex Corporation Ltd  ","MAHAPEXLTD","Other Financial Services"
"SAUMYA  Saumya Consultants Ltd  ","SAUMYA","Non Banking Financial Company (NBFC)"
"GUJSTATFIN  Gujarat State Financial Corp  ","GUJSTATFIN","Financial Institution"
"THACKER  Thacker and Company Ltd  ","THACKER","Other Financial Services"
"TAMBOLIIN  Tamboli Industries Ltd  ","TAMBOLIIN","Holding Company"
"SOFTRAKV  Softrak Venture Investment Limited  ","SOFTRAKV","Non Banking Financial Company (NBFC)"
"SPS  SPS Finquest Ltd  ","SPS","Non Banking Financial Company (NBFC)"
"PRITHVIEXCH  Prithvi Exchange (India) Ltd  ","PRITHVIEXCH","Other Financial Services"
"CGFL  Credent Global Finance Ltd  ","CGFL","Non Banking Financial Company (NBFC)"
"OPTIFIN  Optimus Finance Ltd  ","OPTIFIN","Non Banking Financial Company (NBFC)"
"SONAL  Sonal Mercantile Ltd  ","SONAL","Non Banking Financial Company (NBFC)"
"REGENCY  Regency Fincorp Ltd  ","REGENCY","Other Financial Services"
"BAIDFIN  Baid Finserv Ltd  ","BAIDFIN","Non Banking Financial Company (NBFC)"
"TRU  Trucap Finance Ltd  ","TRU","Non Banking Financial Company (NBFC)"
"LANDMARC  Landmarc Leisure Corporation Ltd  ","LANDMARC","Non Banking Financial Company (NBFC)"
"KEYCORP  Key Corp Ltd  ","KEYCORP","Non Banking Financial Company (NBFC)"
"INDINFO  Indian Infotech and Software Ltd  ","INDINFO","Investment Company"
"CNIRESLTD  Tomorrow Technologies Global Innovations Ltd  ","CNIRESLTD","Other Financial Services"
"RHFL  Reliance Home Finance Ltd  ","RHFL","Housing Finance Company"
"KEYFINSERV  Keynote Financial Services Ltd  ","KEYFINSERV","Other Financial Services"
"SKPSEC  SKP Securities Ltd  ","SKPSEC","Non Banking Financial Company (NBFC)"
"ALFREDHE  Alfred Herbert (India) Ltd  ","ALFREDHE","Non Banking Financial Company (NBFC)"
"TIMESGTY  Times Guaranty Ltd  ","TIMESGTY","Non Banking Financial Company (NBFC)"
"ELIXIR  Elixir Capital Ltd  ","ELIXIR","Other Financial Services"
"KIFS  Kifs Financial Services Ltd  ","KIFS","Non Banking Financial Company (NBFC)"
"STANCAP  Standard Capital Markets Ltd  ","STANCAP","Non Banking Financial Company (NBFC)"
"CAPTRUST  Capital Trust Ltd  ","CAPTRUST","Non Banking Financial Company (NBFC)"
"TILAK  Tilak Ventures Ltd  ","TILAK","Investment Company"
"ASCOM  Ascom Leasing & Investments Ltd  ","ASCOM","Non Banking Financial Company (NBFC)"
"VGCL  Vibrant Global Capital Ltd  ","VGCL","Non Banking Financial Company (NBFC)"
"DHRUVCA  Dhruva Capital Services Ltd  ","DHRUVCA","Non Banking Financial Company (NBFC)"
"IBLFL  IBL Finance Ltd  ","IBLFL","Non Banking Financial Company (NBFC)"
"ADVIKCA  Advik Capital Ltd  ","ADVIKCA","Non Banking Financial Company (NBFC)"
"CASPIAN  Caspian Corporate Services Ltd  ","CASPIAN","Other Financial Services"
"GUJCRED  Gujrat Credit Corporation Ltd  ","GUJCRED","Other Financial Services"
"HARYNACAP  Haryana Capfin Ltd  ","HARYNACAP","Investment Company"
"SRESTHA  Srestha Finvest Ltd  ","SRESTHA","Investment Company"
"TOYAMSL  Toyam Sports Ltd  ","TOYAMSL","Other Financial Services"
"ARCFIN  ARC Finance Ltd  ","ARCFIN","Other Financial Services"
"SODFC  Som Datt Finance Corporation Ltd  ","SODFC","Non Banking Financial Company (NBFC)"
"ACME  Acme Resources Ltd  ","ACME","Non Banking Financial Company (NBFC)"
"MUKESHB  Mukesh Babu Financial Services Ltd  ","MUKESHB","Non Banking Financial Company (NBFC)"
"TFL  Transwarranty Finance Ltd  ","TFL","Non Banking Financial Company (NBFC)"
"RTFL  Real Touch Finance Ltd  ","RTFL","Other Financial Services"
"SSL  Share Samadhan Ltd  ","SSL","Other Financial Services"
"CEEJAY  Ceejay Finance Ltd  ","CEEJAY","Non Banking Financial Company (NBFC)"
"HBPOR  HB Portfolio Ltd  ","HBPOR","Other Financial Services"
"TITANSEC  Titan Securities Ltd  ","TITANSEC","Non Banking Financial Company (NBFC)"
"ABHICAP  Abhinav Capital Services Ltd  ","ABHICAP","Non Banking Financial Company (NBFC)"
"BLBLIMITED  BLB Ltd  ","BLBLIMITED","Investment Company"
"PIONRINV  Pioneer Investcorp Ltd  ","PIONRINV","Other Financial Services"
"3PLAND  3P Land Holdings Ltd  ","3PLAND","Investment Company"
"ASSAMENT  Assam Entrade Ltd  ","ASSAMENT","Non Banking Financial Company (NBFC)"
"TRANSCOR  Transcorp International Ltd  ","TRANSCOR","Other Financial Services"
"INTRGLB  Inter Globe Finance Ltd  ","INTRGLB","Non Banking Financial Company (NBFC)"
"AKIKO  Akiko Global Services Ltd  ","AKIKO","Other Financial Services"
"MCDHOLDING  McDowell Holdings Ltd  ","MCDHOLDING","Investment Company"
"ARNOLD  Arnold Holdings Ltd  ","ARNOLD","Non Banking Financial Company (NBFC)"
"KIDUJA  Kiduja India Ltd  ","KIDUJA","Non Banking Financial Company (NBFC)"
"KBSINDIA  KBS India Ltd  ","KBSINDIA","Other Financial Services"
"MORGAN  Morgan Ventures Ltd  ","MORGAN","Non Banking Financial Company (NBFC)"
"PHCAP  P H Capital Ltd  ","PHCAP","Investment Company"
"SUPRAPFSL  Supra Pacific Financial Services Ltd  ","SUPRAPFSL","Non Banking Financial Company (NBFC)"
"MYMUDRA  My Mudra Fincorp Ltd  ","MYMUDRA","Other Financial Services"
"BANASFN  Banas Finance Ltd  ","BANASFN","Investment Company"
"NCLRESE  NCL Research and Financial Services Ltd  ","NCLRESE","Non Banking Financial Company (NBFC)"
"VLL  Virat Leasing Ltd  ","VLL","Non Banking Financial Company (NBFC)"
"EVERFIN  Everlon Financials Ltd  ","EVERFIN","Non Banking Financial Company (NBFC)"
